ChEMBL_ID,canonical_smiles,IC50,IC50_units,Assay_Description
CHEMBL1796530,CC(=O)Nc1sc2c(c1Cc1nnc(SCC(=O)N/N=C/c3ccccc3)n1NC(C)=O)CCCC2,453.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796531,CC(=O)Nn1c(Cc2c(NC(=O)c3ccccc3)sc3c2CCCC3)nnc1SCC(=O)N/N=C/c1ccccc1,467.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796532,CC(=O)Nn1c(Cc2c(NCCC(=O)O)sc3c2CCCC3)nnc1SCC(=O)N/N=C/c1ccccc1,535.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796533,Nn1c(S)nnc1CSc1nnc(Cc2c(NC(=O)CCl)sc3c2CCCC3)n1NC(=O)c1ccc(Cl)cc1,2860.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796677,CC(=O)Nc1sc2c(c1Cc1nnc(SCc3nnc(S)n3N)n1NC(=O)c1ccc(Cl)cc1)CCCC2,6380.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796678,Nn1c(S)nnc1CSc1nnc(Cc2c(NC(=O)c3ccccc3)sc3c2CCCC3)n1NC(=O)c1ccc(Cl)cc1,3280.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796679,Nn1c(S)nnc1CSc1nnc(Cc2c(NCCC(=O)O)sc3c2CCCC3)n1NC(=O)c1ccc(Cl)cc1,5850.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796680,Nn1c(S)nnc1CSc1nnc(Cc2c(NC(=O)CCl)sc3c2CCCC3)n1NC(=O)c1ccccc1,6185.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796681,CC(=O)Nc1sc2c(c1Cc1nnc(SCc3nnc(S)n3N)n1NC(=O)c1ccccc1)CCCC2,6437.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796682,Nn1c(S)nnc1CSc1nnc(Cc2c(NC(=O)c3ccccc3)sc3c2CCCC3)n1NC(=O)c1ccccc1,4587.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796683,Nn1c(S)nnc1CSc1nnc(Cc2c(NCCC(=O)O)sc3c2CCCC3)n1NC(=O)c1ccccc1,4985.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796684,CC(=O)Nn1c(Cc2c(NC(=O)CCl)sc3c2CCCC3)nnc1SCc1nnc(S)n1N,4035.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796685,CC(=O)Nc1sc2c(c1Cc1nnc(SCc3nnc(S)n3N)n1NC(C)=O)CCCC2,5146.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796686,CC(=O)Nn1c(Cc2c(NC(=O)c3ccccc3)sc3c2CCCC3)nnc1SCc1nnc(S)n1N,6142.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1796687,CC(=O)Nn1c(Cc2c(NCCC(=O)O)sc3c2CCCC3)nnc1SCc1nnc(S)n1N,6212.0,nM,Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting
CHEMBL1802849,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC1CC1,600.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802850,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NC1CCCC1,1700.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802851,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCO,1300.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802852,COCCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,100000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802853,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCCO,4500.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802854,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCCCCO,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802855,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCN1CCOCC1,4000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1179821,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCN,910.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802856,CC(=O)NC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802857,CCOC(=O)C(=O)NC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803067,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCc1ccccc1,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803068,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCc1ccc2c(c1)OCO2,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803069,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1Nc1ccccc1,4300.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803070,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1Nc1ccc(O)cc1,1600.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803071,COc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2C)cc1,700.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803072,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1Nc1ccc2c(c1)OCO2,5800.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803073,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1Nc1ccc2c(c1)OCCO2,1200.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803079,CCCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1,7300.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803082,CCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1,2400.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803083,O=C1NC(NCC2CC2)=N/C1=C\c1ccc2c(c1)OCO2,4700.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803084,Cc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1803085,O=C1NC(Nc2ccc(O)cc2)=N/C1=C\c1ccc2c(c1)OCO2,1700.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802355,COc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802356,O=C1NC(Nc2ccc3c(c2)OCO3)=N/C1=C\c1ccc2c(c1)OCO2,3000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802357,O=C1NC(Nc2ccc3c(c2)OCCO3)=N/C1=C\c1ccc2c(c1)OCO2,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802358,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,410.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802410,Nc1ncc(I)c(-c2c[nH]c3c(N)cccc23)n1,660.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802409,Nc1ccc2c(-c3nc(N)ncc3I)c[nH]c2c1,6200.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802408,Nc1ccc2[nH]cc(-c3nc(N)ncc3I)c2c1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802407,Nc1ncc(I)c(-c2c[nH]c3cccc(N)c23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802406,Nc1ncc(I)c(-c2c[nH]c3ccccc23)n1,1400.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802405,Nc1ncc(I)c(-c2c[nH]c3c([N+](=O)[O-])cccc23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802404,Nc1ncc(I)c(-c2c[nH]c3cc([N+](=O)[O-])ccc23)n1,1600.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802403,Nc1ncc(I)c(-c2c[nH]c3ccc([N+](=O)[O-])cc23)n1,1600.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802402,Nc1ncc(I)c(-c2c[nH]c3cccc([N+](=O)[O-])c23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802401,Nc1nccc(-c2c[nH]c3c([N+](=O)[O-])cccc23)n1,6300.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802400,Nc1nccc(-c2c[nH]c3cc([N+](=O)[O-])ccc23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802399,COc1cccc(-c2cnc(N)nc2-c2c[nH]c3c(Br)cccc23)c1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802398,COc1cccc(-c2cnc(N)nc2-c2c[nH]c3cc(Br)ccc23)c1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802397,COc1cccc(-c2cnc(N)nc2-c2c[nH]c3ccc(Br)cc23)c1,7600.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802396,COc1cccc(-c2cnc(N)nc2-c2c[nH]c3cccc(Br)c23)c1,6000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802395,Nc1ncc(-c2ccc(C(F)(F)F)cc2)c(-c2c[nH]c3c(Br)cccc23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802394,Nc1ncc(-c2ccc(C(F)(F)F)cc2)c(-c2c[nH]c3cc(Br)ccc23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802393,Nc1ncc(-c2ccc(C(F)(F)F)cc2)c(-c2c[nH]c3ccc(Br)cc23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802392,Nc1ncc(-c2ccc(C(F)(F)F)cc2)c(-c2c[nH]c3cccc(Br)c23)n1,4700.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802391,CC(=O)Nc1ccc(-c2cnc(N)nc2-c2c[nH]c3c(Br)cccc23)cc1,7500.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802390,CC(=O)Nc1ccc(-c2cnc(N)nc2-c2c[nH]c3cc(Br)ccc23)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802389,CC(=O)Nc1ccc(-c2cnc(N)nc2-c2c[nH]c3ccc(Br)cc23)cc1,6800.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802972,CC(=O)Nc1ccc(-c2cnc(N)nc2-c2c[nH]c3cccc(Br)c23)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802971,CC(=O)c1ccc(-c2cnc(N)nc2-c2c[nH]c3c(Br)cccc23)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802970,CC(=O)c1ccc(-c2cnc(N)nc2-c2c[nH]c3cc(Br)ccc23)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802969,CC(=O)c1ccc(-c2cnc(N)nc2-c2c[nH]c3ccc(Br)cc23)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802968,CC(=O)c1ccc(-c2cnc(N)nc2-c2c[nH]c3cccc(Br)c23)cc1,7000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802967,Nc1ncc(I)c(-c2c[nH]c3c(Br)cccc23)n1,2100.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802966,Nc1ncc(I)c(-c2c[nH]c3cc(Br)ccc23)n1,680.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802965,Nc1ncc(I)c(-c2c[nH]c3ccc(Br)cc23)n1,1800.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802964,Nc1ncc(I)c(-c2c[nH]c3cccc(Br)c23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802963,Nc1nccc(-c2c[nH]c3c(Br)cccc23)n1,3100.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802962,Nc1nccc(-c2c[nH]c3cccc(Br)c23)n1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using Histone H1 and [gamma32]-ATP after 30 mins by scintillation counting
CHEMBL1802841,CNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,18000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802842,CCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,16000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802843,CCCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,3000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802844,CC(C)NC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,1800.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802845,CCCCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,3300.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802846,CC(C)CNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,3100.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802847,CC(C)CCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,2000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1802848,C=CCNC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,1600.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL1824539,COc1ccc(CNC(=O)Nc2cc(C#N)ccn2)cc1,100000000.0,nM,Inhibition of human CDK5/p35 activity using Ser/Thr 12 peptide as substrate by FRET assay
CHEMBL1824540,COc1ccc(CNC(=O)Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,100000000.0,nM,Inhibition of human CDK5/p35 activity using Ser/Thr 12 peptide as substrate by FRET assay
CHEMBL1824334,COc1ccc(CNC(=O)Nc2cc(-c3nnn[nH]3)ccn2)cc1,100000000.0,nM,Inhibition of human CDK5/p35 activity using Ser/Thr 12 peptide as substrate by FRET assay
CHEMBL1824332,COc1ccc(CNC(=O)Nc2nc3ccc(-c4nnn[nH]4)cc3s2)cc1,26400000.0,nM,Inhibition of human CDK5/p35 activity using Ser/Thr 12 peptide as substrate by FRET assay
CHEMBL479170,Oc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1,1500.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910190,N#Cc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1,5300.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910191,CS(=O)(=O)c1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1,1800.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910192,Oc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)n2)cc1,1500.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910193,N#Cc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)n2)cc1,4400.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910194,CS(=O)(=O)c1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)n2)cc1,6300.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910195,Oc1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)c2)cc1,160.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910196,N#Cc1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)c2)cc1,900.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910197,CS(=O)(=O)c1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)c2)cc1,380.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910198,Oc1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)n2)cc1,1500.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910199,N#Cc1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)n2)cc1,5400.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910200,CS(=O)(=O)c1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)n2)cc1,2600.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910201,Oc1ccc(-c2ccnc(-c3cc4cc(O)ccc4[nH]3)c2)cc1,360.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1910377,Oc1ccc(-c2ccnc(-c3cc4ccc(O)cc4[nH]3)c2)cc1,830.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,30000.0,nM,Inhibition of CDK5/p25
CHEMBL1947117,O=c1oc2ccc(O)cc2c2c1[nH]c1cc3c(cc12)OCO3,16000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947116,COc1ccc(-c2ccc3c(c2)[nH]c2c(=O)oc4ccc(O)cc4c23)cc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947115,Cc1ccc2c(c1)[nH]c1c(=O)oc3ccc(O)cc3c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947114,O=c1oc2ccc(O)cc2c2c1[nH]c1cc(O)ccc12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947113,O=c1oc2ccc(O)cc2c2c1[nH]c1ccc(C(F)(F)F)cc12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947112,O=c1oc2ccc(O)cc2c2c1[nH]c1ccc(F)cc12,8400.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947111,O=c1oc2cc(O)c(O)cc2c2c1[nH]c1ccc(O)cc12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947110,O=c1oc2ccc(O)cc2c2c1[nH]c1ccc(O)cc12,720.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947109,O=c1oc2ccc(O)cc2c2c1[nH]c1cccc(-c3ccc(O)cc3)c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947108,O=c1oc2ccc(O)cc2c2c1[nH]c1cccc(C(F)(F)F)c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1944663,CCCOc1cccc2[nH]c3c(=O)oc4ccc(O)cc4c3c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947107,Cc1cccc2[nH]c3c(=O)oc4ccc(O)cc4c3c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947106,COc1cccc2[nH]c3c(=O)oc4ccc(O)cc4c3c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1947105,O=c1oc2ccc(O)cc2c2c1[nH]c1ccccc12,2700.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1946918,O=c1oc2cc(O)ccc2c2c1[nH]c1cc(O)ccc12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1946916,O=c1oc2cc(O)ccc2c2c1[nH]c1ccccc12,4700.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1946915,O=c1oc2ccccc2c2c1[nH]c1cccc(-c3ccc(O)cc3)c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1946914,COc1cccc2oc(=O)c3[nH]c4ccccc4c3c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL1946913,O=c1oc2ccccc2c2c1[nH]c1ccccc12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-33P]ATP after 30 mins by scintillation counting
CHEMBL489967,CN1CCCCC1c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,1700.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029614,CN1CCCC[C@@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,950.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029615,CN1CCCC[C@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,50.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL523951,O=c1cc(-c2ccccc2)oc2c(C3CCCCN3)c(O)cc(O)c12,5500.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029616,COc1cc(O)c(C2CCCCN2)c2oc(-c3ccccc3)cc(=O)c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL490159,COc1cc(O)c(C2CCCCN2C)c2oc(-c3ccccc3)cc(=O)c12,10000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029617,CN1CCCC1c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,90.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029618,CN1CCC[C@@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,570.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029619,CN1CCC[C@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,40.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029620,O=c1cc(-c2ccccc2)oc2c(C3CCCN3)c(O)cc(O)c12,1100.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029621,CCCCCC(NC)c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,520.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL2029622,CCCCC[C@@H](NC)c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,270.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
